,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP,id,SAMPLE,ROCK
4035,56.2,0.07,3.2,0.38,6.03,0.35,33.1,0.12,0,0.09,0,0,0.08,0,0.1,0,0.02,0,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4036,40.59,0.53,11.15,0.02,9.16,0.03,22.97,0.13,9.96,0.35,0.55,0,0,0,0.01,0,0.04,0,0,0,0.61,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4037,54.95,0,3.48,0.93,5.73,1.42,33.14,0.09,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4038,58,0.01,0.51,0.29,4.24,0.25,35.7,0.16,0.05,6.02,0.13,0.04,0,0.01,0,0,0.02,0.06,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4039,55.22,0.11,1.25,0.5,10.92,1.02,29.68,0.25,0,0,0,0.02,0,0,0.12,0,0,0,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4040,56.99,0.05,0.8,0.4,4.46,0.81,35.26,0.11,0.02,0.07,0,0.02,0,0,0.13,0,0,0.05,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4041,56.46,0.04,2.28,0.46,5.7,0.85,33.8,0.19,0.03,0.03,0,0.01,0,0,0.08,0,0,0,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4042,55.71,0.07,4.2,0.3,6.11,0.74,32.95,0.15,0,0.09,0.05,0.01,0,0,0.09,0,0,0.02,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4043,54.19,0.16,0.45,0.02,19.43,1.2,22.87,2.22,0,0.02,0.04,0.02,0.08,0.01,0,0,0,0.04,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4044,58.49,0.09,0.46,0.15,4.89,0.26,35.43,0.11,0,0.1,0,0,0.08,0,0.09,0,0.02,0.02,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4045,53.3,0.16,5.2,0.6,6.72,0.75,33.3,0.16,0,0.1,0.01,0.02,0.05,0,0.2,0,0.02,0.02,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4046,52.38,0.01,7.68,0.11,7.89,0.57,32.27,0.22,0,0.09,0.15,0.02,0,0.01,0.04,0,0,0.02,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4047,36.09,1.24,18.23,0.03,5.49,0.11,22.34,0.12,9.56,0.32,0.61,0,0,0,0.04,0,0.1,0,0,0,1.4,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4048,53.5,0.19,0.83,0,22.84,1.31,21.16,1.26,0,0.02,0,0.02,0,0.01,0.02,0,0.02,0.02,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4049,54.68,0.07,4.73,0.33,6.44,0.81,32.19,0.12,0,0.08,0.01,0,0,0,0.05,0,0.05,0.02,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4050,56.73,0.02,2.38,0.3,5.79,0.37,34.89,0.16,0.01,0.05,0,0,0,0,0.08,0,0.02,0,0,0,0,0,ENSTATITE/CLINOENSTATITE,PYROXENE,NA,NA,NA
4051,51.2,0.11,0.38,0.05,30.9,1.15,15.39,1.47,0.01,0,0.01,0,0,0,0.01,0,0.03,0.02,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4052,49.98,0.05,0.42,0.04,30.69,0.84,15.75,1.79,0,0.09,0.02,0.02,0,0.01,0,0,0.02,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4053,49.09,0.07,0.14,0.1,37.14,1.11,10.88,1.56,0,0.01,0,0.03,0.05,0,0.02,0,0.01,0.14,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4054,48.78,0.21,0.32,0.03,34.47,3.78,11.26,1.75,0.02,0.03,0.16,0.02,0,0.01,0,0,0.03,0.12,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4055,51.78,0.24,0.61,0,28.25,1.68,17.38,1.66,0,0.02,0.01,0.02,0,0,0.02,0,0.02,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4056,51.98,0.27,0.53,0,30.3,1.67,15.9,1.25,0.02,0.02,0.01,0,0,0.01,0.05,0,0.01,0.03,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4057,49.02,0.13,0.16,0.01,36.91,1.1,11.23,1.46,0,0.02,0.06,0.02,0.08,0.01,0.01,0,0.05,0.11,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4058,50.61,0.1,0.51,0,31.16,1.2,14.91,1.53,0.01,0,0,0.01,0.07,0.01,0,0,0.02,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4059,51.68,0.18,0.22,0,31.03,1.35,15.77,1.15,0,0,0.02,0.02,0,0,0.02,0,0.04,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4060,49.66,0.29,0.59,0,33.14,5.02,10,1,0,0.05,0.15,0.02,0.08,0.01,0,0,0.03,0.11,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4061,47.59,0.16,1.04,0.03,40.77,0.37,9.4,0.67,0.17,0.1,0,0.02,0.01,0.06,0.04,0,0.01,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4062,49.42,0.19,0.6,0,37.59,1.05,9.68,1.48,0,0.05,0.03,0.03,0.05,0,0.04,0,0.05,0.11,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4063,49.02,0.28,0.55,0,35.4,5.1,8.24,0.92,0.03,0.11,0.04,0,0.02,0.01,0,0,0.01,0.14,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4064,48.71,0.09,0.44,0,39.26,1.3,8.63,1.56,0,0.02,0.02,0.01,0.08,0,0.04,0,0,0.11,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4065,48.89,0.13,0.29,0.05,39.27,0.96,8.84,1.62,0.01,0,0,0.01,0,0.01,0.03,0,0.02,0.12,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4066,50.2,0.8,7.9,0.14,16.6,7.5,14.9,0.8,0,1.1,1.25,0.14,0,0.06,0.03,0,0.02,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4067,50.2,0.14,0.29,0.01,24.81,1.58,16.54,2.36,0.01,0.04,0,0,0,0,0.05,0,0.02,0.03,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4068,51.23,0.15,0.31,0.01,29.6,1.18,16.21,1.72,0.01,0.03,0,0,0,0.01,0.02,0,0.02,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4069,50.09,0.18,0.28,0,35.43,1.62,11.61,1.41,0,0.01,0,0.01,0.02,0,0,0,0.03,0.14,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4070,49.58,0.17,0.28,0.01,34.87,1.61,11.91,1.38,0,0.03,0,0,0.02,0.01,0,0,0.02,0.14,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4071,50.79,0.16,0.38,0.01,29.27,1.19,17.21,1.22,0.01,0.01,0.06,0.02,0,0,0.01,0,0.03,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4072,51.37,0.3,1.13,0.1,28.56,0.62,16.95,0.8,0,0,0.02,0.01,0.01,0,0.01,0,0,0.01,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4073,49.82,0.02,0.19,0,36.96,1.07,10.47,1.47,0.01,0,0.01,0.01,0.05,0,0.02,0,0.01,0.14,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4074,50.23,0.09,0.19,0.04,34.92,1.01,12.06,1.5,0,0,0.01,0,0,0.01,0,0,0.04,0.11,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4075,49.92,0.11,3.36,0,27.08,0.55,17.05,0.5,0,0.04,0,0.01,0.13,0,0,0,0,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4076,51.16,0.1,0.36,0,28.76,1.22,17.35,1.24,0,0.03,0,0,0.01,0,0.03,0,0.03,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4077,50.58,0.14,0.5,0,28.78,1.27,17.5,1.06,0.01,0.02,0,0.01,0,0,0,0,0.03,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4078,48.88,0.16,0.43,0.01,31.72,4.11,12.5,1.21,0.02,0.07,0,0,0.07,0.01,0,0,0.02,0.12,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4079,50.17,0.16,0.27,0,30.11,3.38,14.95,1.26,0.01,0.06,0,0.01,0,0.01,0,0,0.02,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4080,51.21,0.16,0.39,0,28.8,1.2,17.06,1.33,0,0.03,0,0.01,0,0.01,0,0,0,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4081,51.66,1.64,4.02,0,22.67,3.66,12.55,0.98,0.43,1.19,0.77,0.32,0.05,0.06,0,0,0.01,0,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4082,48.49,0.1,0.34,0,38.82,2.49,8.37,2.01,0,0.03,0.02,0,0,0,0.01,0,0.02,0.14,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4083,51.65,0.17,0.29,0.01,31.02,1.34,15.82,1.09,0,0,0,0.02,0.11,0.01,0,0,0.01,0.03,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4084,50.26,0.43,0.48,0.01,30.11,5.98,12.62,0.75,0.03,0.17,0.07,0.01,0,0.02,0.02,0,0.01,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4085,50.64,0.15,0.62,0.03,28.43,1.15,16.8,1.61,0,0.06,0.01,0,0,0,0.04,0,0,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4086,51.47,0.14,0.38,0.01,28.97,1.2,17.3,1.23,0.01,0.02,0,0.02,0,0.01,0,0,0.03,0.02,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4087,50.06,0.17,0.38,0,33.89,1.69,12.51,1.28,0,0.05,0.03,0.02,0.07,0,0.02,0,0.03,0,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4088,49.31,0.01,0.49,0.01,38.66,0.92,8.97,1.64,0,0.02,0.03,0,0,0.01,0,0,0,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4089,50.29,0.19,0.33,0,35.3,1.65,11.92,1.35,0,0.06,0,0,0.05,0,0.02,0,0.03,0.12,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4090,50.55,0.07,1,0,32.21,0.38,14.77,0.93,0,0.01,0.01,0.01,0,0,0,0,0.04,0,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4091,50.44,0.05,0.2,0,31.88,0.8,14.52,1.76,0,0.03,0,0.02,0.08,0,0,0,0.03,0,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4092,48.59,0.29,0.36,0,39.42,1.19,8.52,1.62,0.01,0.03,0,0,0,0,0.04,0,0.02,0.12,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4093,48.66,0.33,0.36,0,36.02,1.59,11.56,0.81,0.01,0.02,0.03,0,0,0.01,0.07,0,0.04,0.11,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4094,52.31,0.23,1.82,0.34,9.26,21.5,14.8,0.29,0.04,0.28,0,0.03,0,0.01,0.02,0,0.04,0.02,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4095,51.56,0.51,1.59,0.04,11.79,20.71,13.82,0.34,0.03,0.34,0.03,0.01,0.02,0,0,0,0,0.03,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4096,51.37,0.69,2.03,0.05,10.55,21.38,14.36,0.32,0.17,1.33,0.16,0,0.05,0.05,0.01,0,0.01,0.05,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4097,51.78,0.22,0.3,0.01,28.64,1.31,16.73,1.81,0.01,0.04,0,0.18,0,0,0,0,0.03,0.03,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4098,50.72,0.26,0.44,0,30.35,1.79,15.78,1.48,0,0.06,0,0,0,0.01,0,0,0.03,0.04,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4099,48.09,0.33,1.84,0.23,33,1.17,11.43,1.76,0,0,0,0.02,0.02,0.01,0.61,0,0.02,0.12,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4100,50.28,0.16,0.45,0,33.72,4.61,9.81,0.92,0.03,0.09,0,0,0.04,0.01,0.01,0,0,0.11,0,0,0,0,FERROSILITE/CLINOFERROSILITE,PYROXENE,NA,NA,NA
4101,49.1,0.2,1.6,0,17.2,22.5,7.2,1.6,0.01,0.5,0.06,0,0,0,0.04,0,0.01,0,0,0,0,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4102,48.18,0.26,0.16,0,29.93,17.9,1.28,1.14,0.01,1.2,0.25,0,0,0,0,0,0,0,0,0,0,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4103,47.98,0.46,0.22,0.01,29.92,19.59,0.05,0.9,0,1.08,0.09,0,0,0,0,0,0,0,0,0,0.54,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4104,41.32,2.26,8.48,0.04,15.47,22.22,7.19,0.51,0.09,0.65,0.13,0,0,0,0.02,0,0,0,0,0,0,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4105,47.67,0.27,0.09,0.01,29.87,16.89,0.13,0.82,0.03,2.37,0.18,0,0,0,0.01,0,0,0,0,0,0,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4106,47.61,0.26,0.19,0,30.09,18,0.68,0.82,0.02,1.24,0.72,0,0,0,0,0,0.01,0,0,0,0.66,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4107,48,0.52,0.78,0,29,17.7,2.71,0.69,0,0.26,0.1,0,0,0,0.02,0,0,0,0,0,0.33,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4108,48.1,0.23,0.22,0.01,29.9,18.7,0.44,1.39,0,0.65,0.27,0,0,0,0,0,0.08,0,0,0,0.78,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4109,47.81,0.64,1.35,0,24.02,20.5,4.16,0.93,0,0.36,0.12,0,0,0,0.03,0,0.01,0,0,0,0,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4110,45.58,0.96,0.23,0,29.08,19.01,0.61,1.12,0.15,0.5,0.04,0,0,0,0,0,0.01,0,0,0,0.12,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4111,47.83,0.46,0.2,0.02,29.8,19.7,0.03,1.01,0,0.68,0.11,0,0,0,0,0,0,0,0,0,1.68,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4112,47.52,0.23,0.16,0,29.92,18.59,1.17,0.91,0.01,0.79,0.13,0,0,0,0,0,0,0,0,0,0.49,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4113,43.2,1.12,6.49,0.05,21.17,21.13,5.32,1.37,0,1.33,0.13,0,0,0,0.03,0,0,0,0,0,0.26,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4114,47.87,0.23,0.17,0,29.26,18.94,1.15,0.96,0.02,0.89,0.09,0,0,0,0,0,0,0,0,0,0.24,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4115,47.37,0.24,0.39,0,29.38,18.73,1.67,1.01,0.01,0.59,0.21,0,0,0,0,0,0,0,0,0,0.13,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4116,48.36,0.51,0.24,0,29.6,19.43,0.32,0.96,0.02,0.55,0.11,0,0,0,0,0,0,0,0,0,0.73,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4117,46.96,0.26,0.13,0,29.66,18.78,1.31,0.94,0,0.76,0.11,0,0,0,0.03,0,0,0,0,0,0.24,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4118,48.85,0.42,0.04,0.18,30.56,16.57,0.31,0.7,0.2,2.15,0.3,0,0,0,0.01,0,0,0,0,0,12.75,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4119,41.83,2.25,9.03,0.11,15.17,24.32,6.94,0.52,0.3,0.8,0.94,0,0,0,0.07,0,0.08,0,0,0,0.07,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4120,48.06,0.64,1.49,0,23.14,20.71,4.38,1,0.07,0.56,0.1,0,0,0,0.07,0,0,0,0,0,0.16,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4121,50.63,0.09,0.2,0.04,29.49,6.32,0.44,0.85,0.02,9.48,0.96,0,0,0,0,0,0.01,0,0,0,1.46,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4122,47.75,0.73,0.55,0.1,30.38,19.27,0.33,1.16,0.16,0.45,0.11,0,0,0,0,0,0,0,0,0,0.24,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4123,47.93,0.69,1.21,0,25.91,18.26,1.15,1.07,0,2.87,0.08,0,0,0,0.03,0,0.01,0,0,0,0.33,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4124,48.42,0.39,2.07,0.01,22.37,20.62,4.13,0.48,0.22,0.99,0.12,0,0,0,0.09,0,0.01,0,0,0,0.14,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4125,47.41,0.79,0.14,0.01,31.11,16.6,0.14,1,0.04,2.79,0.16,0,0,0,0.03,0,0,0,0,0,0.2,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4126,41.61,1.49,8.28,0.02,17.54,22.41,5.7,0.54,0.09,0.75,0.1,0,0,0,0,0,0,0,0,0,0,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4127,48.4,0.69,0.26,0,29.06,18.57,0.4,1.13,0.16,1,0.02,0,0,0,0,0,0,0,0,0,0.55,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4128,48.1,0.48,0.18,0,30.18,18.5,0.23,1.32,0,1.63,0.15,0,0,0,0,0,0.01,0,0,0,1.19,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4129,42.49,2.63,6.19,0,21.99,22.92,2.42,0.84,0,1.03,0.1,0,0,0,0.02,0,0.01,0,0,0,0.13,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4130,43.7,2.11,5.99,0.13,18.5,22.9,5.7,0.04,0.16,0.14,0.18,0,0,0,0.06,0,0.13,0,0,0,0.14,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4131,47.36,0.38,0.22,0,31.37,18.39,0.07,1.41,0,0.72,0.51,0,0,0,0.02,0,0,0,0,0,0.12,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4132,49.94,0.41,0.87,0.01,21.66,21.09,5.48,0.71,0,0.6,0.08,0,0,0,0.05,0,0.01,0,0,0,0.25,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4133,37.92,2.68,12.42,0.04,15.49,23.63,6.29,0.25,0,0.32,1.03,0,0,0,0.03,0,0,0,0,0,0.14,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4134,47.02,0.06,0.08,0,28.86,17.97,0.11,0.93,0.03,0.02,0.11,0,0,0,0.02,0,0.01,0,0,0,2.67,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4135,49.03,0.69,0.93,0,22.37,20.32,4.92,0.83,0,0.3,0.15,0,0,0,0.01,0,0.01,0,0,0,0.16,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4136,48.42,0.28,0.26,0,27.65,19.17,2.1,1.06,0.02,0.61,0.08,0,0,0,0,0,0,0,0,0,0.26,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4137,46.98,0.37,0.14,0.35,28.6,18.19,1.19,1.83,0.04,1.17,0.24,0,0,0,0,0,0.01,0,0,0,0.13,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4138,49.14,0.59,0.93,0,28.06,18.29,0.9,1.06,0.17,1.17,0,0,0,0,0,0,0,0,0,0,2.43,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4139,49.8,0.4,0.1,0.1,28.6,15.8,0.8,1.2,0.05,3.2,0.18,0,0,0,0.02,0,0,0,0,0,0,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4140,49.33,0.13,1.09,0.09,20.53,22.52,4.09,0.23,0.01,1.28,0,0,0,0,0.04,0,0,0,0,0,0.26,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4141,48.4,0.33,0.26,0.04,30.1,18.4,0.62,1.52,0.01,0.52,0.71,0,0,0,0.04,0,0,0,0,0,1.84,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4142,50.38,0.47,0.8,0,20.02,20.21,7.06,0.75,0.04,0.35,0.11,0,0,0,0,0,0.01,0,0,0,0.07,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4143,44.45,0.95,5.03,0.21,17.83,23.37,6.85,0.22,0.06,0.16,0,0,0,0,0.05,0,0.13,0,0,0,0.04,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4144,48.1,0.67,0.51,0,29.46,15.22,0.35,1.13,0.13,2.7,0.26,0,0,0,0.05,0,0,0,0,0,0.24,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4145,47.69,0.26,0.29,0,30.64,17.66,1.56,1.19,0,0.56,0.89,0,0,0,0.02,0,0,0,0,0,0.97,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4146,47.5,0.22,0.36,0.01,30.7,17.27,1.72,1.21,0,0.58,0.8,0,0,0,0.15,0,0.11,0,0,0,0.55,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4147,48.95,0.21,0.49,0.01,28.75,16.73,4.12,0.95,0.01,0.32,0.11,0,0,0,0,0,0.06,0,0,0,0.27,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4148,48.02,0.56,0.34,0,28.91,20.36,0.22,0.95,0.01,0.66,0.09,0,0,0,0.19,0,0.04,0,0,0,0.21,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4149,48.39,0.42,0.4,0,30.2,20,0.01,1.19,0,0.51,0.17,0,0,0,0,0,0,0,0,0,0.8,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4150,48.25,0.55,0.15,0,29.14,16.13,1.3,1.46,0,2.53,0.1,0,0,0,0,0,0.01,0,0,0,1.11,0,HEDENBERGITE,PYROXENE,NA,NA,NA
4151,58.05,0.02,20.21,0,1.21,4.12,1.47,0.01,0.31,14.32,0.28,0,0,0,0,0,0.08,0,0,0,0.17,0,JADEITE,PYROXENE,NA,NA,NA
4152,49.81,0,28.79,0.01,0.06,0.23,0.01,0.02,0.01,20.48,0.89,0,1,0,0.05,0,0.04,0,0,0,2.8,0,JADEITE,PYROXENE,NA,NA,NA
4153,61.5,0.13,21.14,0.39,1.09,9.91,0.66,0.22,0.46,5.64,0.07,0,0,0,0.06,0,0.04,0,0,0,0.48,0,JADEITE,PYROXENE,NA,NA,NA
4154,52.58,0.07,29.45,0.19,0.54,11.83,0.04,0.05,0.14,4.57,0.7,0,0,0,0.12,0,0.11,0,0,0,1.4,0,JADEITE,PYROXENE,NA,NA,NA
4155,52.3,0.08,7.51,0.11,1.45,22.25,14.79,0.02,0.01,1.12,0.01,0,0,0,0.03,0,0.09,0,0,0,0.01,0,JADEITE,PYROXENE,NA,NA,NA
4156,50.4,0.98,5.04,0.26,0.27,20.9,13.2,8.13,0.01,1.05,0.02,0,0,0,0.11,0,0.11,0,0,0,0,0,JADEITE,PYROXENE,NA,NA,NA
4157,55.56,0.11,27.34,0.24,1,10.08,0.06,0.14,0.43,5.74,0.01,0,1,0,0.05,0,0.09,0,0,0,1.04,0,JADEITE,PYROXENE,NA,NA,NA
4158,53.62,0.08,28.35,0.21,0.88,11.16,0.1,0.15,0.33,5.3,0.19,0,0,0,0.05,0,0.09,0,0,0,3.58,0,JADEITE,PYROXENE,NA,NA,NA
4159,52.94,0.08,28.83,0.19,0.82,12.05,0.12,0.39,0.28,4.47,0,0,1,0,0.05,0,0.17,0,0,0,0.84,0,JADEITE,PYROXENE,NA,NA,NA
4160,53.74,0.17,28.48,0,0.98,10.98,0.12,0.04,0.48,5.07,0.12,0,0,0,0,0,0.06,0,0,0,3.44,0,JADEITE,PYROXENE,NA,NA,NA
4161,54.7,0.09,27.56,0.21,0.86,8.6,0.05,0.12,0.37,7.95,0.14,0,1,0,0.05,0,0.08,0,0,0,1.3,0,JADEITE,PYROXENE,NA,NA,NA
4162,54.04,0.1,28.21,0.21,0.9,11.23,0.09,0.28,0.34,5,0.01,0,1,0,0.05,0,0.14,0,0,0,0.92,0,JADEITE,PYROXENE,NA,NA,NA
4163,52.79,0.07,29.23,0.19,0.61,11.7,0.05,0.07,0.18,4.72,0.6,0,0,0,0.11,0,0.11,0,0,0,1.84,0,JADEITE,PYROXENE,NA,NA,NA
4164,55.78,0.11,27.11,0.25,1,10.08,0.08,0.14,0.43,5.73,0.01,0,0.96,0,0.05,0,0.09,0,0,0,1.02,0,JADEITE,PYROXENE,NA,NA,NA
4165,53.46,0.15,28.71,0.05,0.87,11.18,0.1,0.04,0.4,4.95,0.26,0,0,0,0.03,0,0.07,0,0,0,2.95,0,JADEITE,PYROXENE,NA,NA,NA
4166,60.12,0.09,20.77,0.23,1.14,7.6,0.98,0.14,0.4,9.11,0.16,0,0,0,0.04,0,0.06,0,0,0,0.36,0,JADEITE,PYROXENE,NA,NA,NA
4167,53.42,0.14,28.75,0.05,0.86,11.21,0.1,0.04,0.39,4.93,0.28,0,0,0,0.03,0,0.07,0,0,0,2.88,0,JADEITE,PYROXENE,NA,NA,NA
4168,53.66,0.11,28.39,0.14,0.91,11.1,0.11,0.11,0.38,5.22,0.16,0,0,0,0.03,0,0.08,0,0,0,3.53,0,JADEITE,PYROXENE,NA,NA,NA
4169,52.69,0.07,29.26,0.19,0.63,11.9,0.06,0.16,0.18,4.54,0.48,0,0.31,0,0.1,0,0.13,0,0,0,1.23,0,JADEITE,PYROXENE,NA,NA,NA
