SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
0.38,13.53,6.61,0.03,73.23,0.11,3.34,0.75,0.01,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,ULVOSPINEL,SPINEL
0.06,20.19,4.0,1.09,60.07,0.17,11.57,0.98,0.0,0.11,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.0,ULVOSPINEL,SPINEL
0.02,15.75,13.12,0.11,51.16,0.18,18.63,0.55,0.05,0.04,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.0,ULVOSPINEL,SPINEL
0.1,16.99,6.05,0.06,68.61,0.05,5.48,0.62,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,ULVOSPINEL,SPINEL
0.12,7.69,13.15,0.01,64.18,0.42,11.6,0.79,0.01,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ULVOSPINEL,SPINEL
0.04,16.0,10.2,0.05,58.82,0.09,15.2,0.53,0.01,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,ULVOSPINEL,SPINEL
0.0,0.0,0.0,0.0,24.85,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,1.59,42.44,0.21,0.12,0.01,36.73,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.32,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,46.02,0.0,0.78,0.06,0.0,36.58,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.33,0.51,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,58.28,0.0,1.2,0.0,0.0,33.5,0.0,0.04,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,26.26,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,67.07,1.36,1.27,0.0,0.09,27.3,0.0,0.02,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.61,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,52.72,0.18,0.84,0.0,0.0,36.46,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.42,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,51.95,0.26,0.81,0.19,0.0,36.93,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,22.39,0.51,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,9.62,42.15,0.52,0.17,0.23,35.2,0.0,0.06,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.61,0.95,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,42.67,0.04,1.67,10.57,1.38,32.9,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.68,0.16,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,50.55,0.19,0.47,0.0,0.0,36.4,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.7,0.51,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,49.59,0.83,2.71,0.51,0.16,35.99,0.0,0.06,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.65,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,42.22,0.53,6.59,0.06,0.19,37.96,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,23.84,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,54.25,2.8,3.1,0.12,0.0,33.74,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.81,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,34.58,17.5,1.34,0.04,0.12,32.98,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,25.7,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,50.33,4.14,2.49,0.02,0.75,33.35,0.0,0.1,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,24.16,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,54.95,2.02,2.67,9.26,0.16,35.32,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.7,0.16,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,49.59,0.83,2.71,0.0,0.0,35.99,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.65,0.21,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,42.22,0.53,6.59,0.0,0.09,37.96,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.81,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,34.58,17.5,1.34,0.0,0.0,32.98,0.0,0.14,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,25.7,0.21,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,50.33,4.14,2.49,0.0,0.0,33.35,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,22.86,0.16,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,58.0,1.72,1.89,0.14,0.75,33.94,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,24.16,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,54.95,2.02,2.67,9.61,0.16,35.32,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,23.22,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,36.01,8.51,1.78,0.0,0.0,46.7,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,25.57,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,32.96,9.01,1.91,0.07,0.06,47.0,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,26.81,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,43.37,0.54,0.17,0.12,0.14,45.47,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,21.08,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,43.84,4.28,0.43,0.12,0.0,46.25,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.18,0.21,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,43.37,0.26,0.08,0.0,0.0,45.84,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.93,0.16,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,41.89,0.89,0.15,0.06,0.25,45.53,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.57,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,45.69,1.58,0.14,0.51,0.0,41.36,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.52,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,41.38,0.4,0.42,0.17,0.08,45.47,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.71,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,39.13,0.0,0.36,0.39,0.2,47.14,0.0,0.64,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,23.36,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,6.14,24.22,0.83,0.47,1.38,36.0,0.0,0.06,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,19.31,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,62.16,0.0,0.62,0.0,0.11,36.29,0.0,0.06,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,26.73,0.21,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,52.37,0.66,0.81,0.0,0.12,36.16,0.0,0.13,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,25.71,0.51,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,53.6,0.0,0.39,0.0,0.12,36.78,0.0,0.02,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.82,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,29.33,0.09,0.12,27.36,0.0,32.02,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.09,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,22.86,50.81,0.21,0.0,0.0,19.09,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,26.39,0.25,0.0,0.0,0.46,0.2,0.0,0.0,0.0,0.0,52.72,0.84,1.06,1.24,0.12,36.05,0.0,0.11,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.01,0.18,0.0,0.0,0.07,0.2,0.0,0.0,0.0,0.0,44.76,1.05,0.11,0.31,0.0,43.15,0.0,0.05,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,24.38,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,53.11,3.2,2.92,0.1,0.22,33.63,0.0,0.03,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.22,0.5,0.0,0.0,0.11,1.64,0.0,0.0,0.0,0.0,58.28,0.04,1.21,0.0,0.02,33.51,0.0,0.04,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,29.69,0.16,0.0,0.0,0.49,0.62,0.0,0.0,0.0,0.0,50.52,0.21,0.54,0.0,0.0,36.39,0.0,0.0,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.38,0.51,0.0,0.0,0.09,0.27,0.0,0.0,0.0,0.0,45.38,0.09,1.75,0.06,0.03,36.81,0.0,0.12,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.87,0.23,0.0,0.0,0.01,1.44,0.0,0.0,0.0,0.0,41.96,0.81,1.52,0.06,0.24,43.92,0.0,0.03,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.58,0.45,0.0,0.0,0.18,1.47,0.0,0.0,0.0,0.0,56.88,0.03,1.07,0.0,0.0,34.03,0.0,0.03,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,24.63,0.45,0.0,0.0,0.18,0.2,0.0,0.0,0.0,0.0,54.48,1.77,2.33,7.56,0.15,35.47,0.0,0.02,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,27.11,0.42,0.0,0.0,0.04,0.94,0.0,0.0,0.0,0.0,35.01,14.77,1.47,0.0,0.0,37.15,0.0,0.1,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,22.85,0.34,0.0,0.0,0.3,0.43,0.0,0.0,0.0,0.0,7.96,33.63,0.67,0.32,0.77,35.58,0.0,0.06,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,24.31,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,17.72,17.65,1.29,0.3,0.81,40.75,0.0,0.03,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.25,0.51,0.0,0.0,0.01,0.93,0.0,0.0,0.0,0.0,44.37,0.61,5.46,0.19,0.18,37.39,0.0,0.1,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,28.38,0.39,0.0,0.0,0.05,1.03,0.0,0.0,0.0,0.0,41.9,0.48,4.19,0.11,0.15,40.87,0.0,0.07,ALABANDITE,SULFIDE
0.0,0.0,0.0,0.0,49.43,0.21,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,11.36,9.96,4.22,0.0,0.0,20.55,0.0,44.07,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.36,0.51,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,36.14,22.55,5.53,0.02,0.0,20.38,0.0,44.19,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.81,0.51,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,5.99,41.56,1.75,0.39,0.0,20.82,0.0,43.52,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,48.19,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,6.67,27.07,3.32,0.0,0.0,20.32,0.0,43.63,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,48.8,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,8.16,36.52,1.08,0.26,0.0,21.18,0.0,42.37,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.56,0.51,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,7.8,36.66,1.16,0.1,32.93,21.72,0.0,42.17,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.16,0.21,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,35.82,32.97,7.65,0.0,32.93,20.41,0.0,44.15,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,50.06,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,0.25,0.0,0.91,0.0,0.0,21.74,0.0,42.39,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.25,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,9.15,39.22,2.68,0.07,32.93,20.74,0.0,43.62,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.35,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,12.84,0.0,8.11,0.15,0.0,20.24,0.0,44.12,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.72,0.16,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,2.24,41.89,0.31,0.37,0.0,21.39,0.0,42.99,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,48.24,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,13.71,0.95,0.93,0.21,32.93,20.28,0.0,42.85,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.31,0.16,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,8.96,38.68,2.49,0.12,0.0,21.04,0.0,43.09,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.47,0.51,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,2.43,47.51,1.74,0.41,0.0,21.14,0.0,42.93,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,50.1,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,8.31,40.14,0.75,0.22,0.0,21.67,0.0,42.45,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,47.75,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,5.8,42.71,2.73,0.0,4.86,22.09,0.0,42.71,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.28,0.21,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,15.41,46.36,2.58,74.57,0.0,21.82,0.0,42.1,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,48.22,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,5.1,41.64,1.4,0.02,0.0,21.16,0.0,41.92,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.7,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,4.72,46.07,0.75,0.51,0.0,21.81,0.0,41.69,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.1,0.51,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,0.27,42.14,0.07,0.0,0.0,21.05,0.0,42.45,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.79,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,29.6,16.9,1.91,0.54,32.93,21.69,0.0,41.77,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.34,0.51,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,4.36,34.73,0.38,0.19,32.93,21.82,0.0,41.4,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,50.11,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,39.9,0.16,0.87,0.37,0.0,21.59,0.0,42.34,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.74,0.21,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,0.13,43.43,0.33,0.46,0.0,21.58,0.0,42.74,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,111.53,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,20.87,0.79,2.42,6.24,91.82,0.35,0.0,41.46,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,45.63,0.16,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,12.41,46.55,3.92,66.98,90.84,12.78,0.0,43.09,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,35.82,0.16,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,46.29,10.02,2.21,1.61,32.93,18.11,0.0,41.46,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,63.04,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,7.65,3.45,2.7,0.0,92.34,18.49,0.0,25.87,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,40.21,0.21,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,5.98,0.3,0.09,0.07,95.74,13.32,0.0,46.34,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,67.41,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,18.95,45.62,1.16,0.0,96.87,1.27,0.0,46.31,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,66.17,0.16,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,19.32,45.14,0.0,0.02,83.66,1.01,0.0,25.73,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,67.0,0.21,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,17.33,44.79,2.63,0.04,93.5,1.13,0.0,42.71,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,65.78,0.16,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,20.53,45.17,2.11,0.0,93.5,1.0,0.0,42.45,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,67.58,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,16.79,45.07,1.14,0.02,83.89,1.29,0.0,40.37,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,37.8,0.21,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,19.25,10.37,1.25,0.22,32.93,22.03,0.0,48.39,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,36.12,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,25.1,4.25,0.43,0.52,0.0,22.04,0.0,41.77,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,39.34,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,20.11,5.32,0.79,0.0,0.0,20.24,0.0,40.69,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,73.51,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,31.31,0.15,1.53,0.49,0.06,18.93,0.0,0.0,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,102.76,0.21,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,14.8,0.48,0.36,0.01,93.84,12.45,0.0,48.39,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,69.8,0.51,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,35.87,0.28,5.99,0.0,32.93,20.2,0.0,46.34,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.97,0.39,0.0,0.0,0.51,0.97,0.0,0.0,0.0,0.0,6.28,40.72,0.6,0.27,0.0,21.58,0.0,42.63,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,97.74,0.2,0.0,0.0,0.02,0.78,0.0,0.0,0.0,0.0,15.08,6.85,0.47,0.01,92.42,10.86,0.0,47.24,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.09,0.39,0.0,0.0,0.04,1.15,0.0,0.0,0.0,0.0,5.93,41.96,2.1,0.25,1.7,21.26,0.0,43.24,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,49.72,0.16,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,2.12,41.98,0.31,0.38,0.0,21.4,0.0,42.98,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,45.6,0.41,0.0,0.0,0.08,1.37,0.0,0.0,0.0,0.0,38.96,19.06,4.61,0.46,9.15,19.75,0.0,43.43,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,48.86,0.51,0.0,0.0,0.48,0.29,0.0,0.0,0.0,0.0,8.02,36.83,1.12,0.27,0.0,21.16,0.0,42.44,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,50.1,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,8.31,40.14,0.75,0.22,0.0,21.67,0.0,42.45,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,50.08,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,8.29,40.15,0.76,0.22,0.0,21.67,0.0,42.45,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,64.24,0.16,0.0,0.0,0.07,1.02,0.0,0.0,0.0,0.0,12.11,19.4,1.67,0.01,89.02,11.8,0.0,25.82,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,48.64,0.37,0.0,0.0,0.2,0.77,0.0,0.0,0.0,0.0,6.6,40.49,1.82,0.06,0.0,21.11,0.0,42.37,ARSENOPYRITE,SULFIDE
0.0,0.0,0.0,0.0,15.6,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,32.3,79.24,0.27,0.0,0.75,25.26,0.0,1.59,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,15.31,0.51,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,31.45,79.39,6.13,0.0,0.16,25.46,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,14.7,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,9.2,80.27,7.74,0.0,0.0,25.15,0.0,0.15,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,12.3,0.21,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,46.11,81.79,3.44,0.0,0.41,24.72,0.0,10.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,18.38,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,0.67,73.21,0.04,0.0,0.0,27.84,0.0,0.06,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,15.62,0.21,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,1.63,76.49,0.09,0.0,0.02,25.6,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,9.24,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,1.21,83.73,5.86,0.04,0.0,24.82,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,14.73,0.51,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,35.04,80.0,0.0,0.01,0.13,25.54,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,15.15,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,28.28,80.6,8.61,0.0,0.19,25.91,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,76.89,85.55,4.11,74.77,0.06,32.25,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,8.18,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,3.58,73.03,0.21,0.0,4.86,19.7,0.0,32.45,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,4.51,0.51,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,24.27,61.1,0.01,0.57,0.0,27.29,0.0,1.56,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,18.82,0.51,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,0.34,71.41,0.05,0.0,0.13,27.04,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,17.34,0.16,0.0,0.0,0.51,0.2,0.0,0.0,0.0,0.0,0.14,74.09,0.03,0.06,0.14,25.18,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,18.12,0.16,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.02,72.05,0.06,0.52,0.0,27.04,0.0,1.56,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,19.5,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,1.2,71.26,0.04,1.61,0.0,26.95,0.0,10.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,18.34,0.51,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.36,0.0,27.32,0.0,0.06,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,15.65,0.16,0.0,0.0,0.11,0.63,0.0,0.0,0.0,0.0,0.0,71.99,0.01,0.07,0.23,30.4,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,14.69,0.16,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,0.06,77.63,0.01,0.04,0.02,27.97,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,14.2,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.01,78.6,0.06,0.0,1.08,27.35,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,12.16,0.21,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,80.11,0.01,0.11,0.0,27.32,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,13.41,0.51,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.04,78.96,0.01,0.06,0.19,26.58,0.0,0.55,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,17.11,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,0.0,72.59,0.03,0.39,0.12,28.29,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,16.2,0.51,0.0,0.0,0.51,1.66,0.0,0.0,0.0,0.0,0.04,72.78,0.03,2.07,0.0,28.14,0.0,0.0,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,14.37,0.16,0.0,0.0,0.11,1.66,0.0,0.0,0.0,0.0,0.0,77.57,0.0,0.39,0.0,27.36,0.0,0.06,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,14.39,0.21,0.0,0.0,0.01,1.66,0.0,0.0,0.0,0.0,0.09,79.21,0.03,0.0,0.06,26.01,0.0,0.12,BORNITE,SULFIDE
0.0,0.0,0.0,0.0,14.21,0.21,0.0,0.0,0.51,0.63,0.0,0.0,0.0,0.0,0.0,77.55,0.07,0.46,0.1,27.31,0.0,0.04,BORNITE,SULFIDE
